A-18129-73408       ACUITY BRANDS LIGHTINGGA                  116,043.00          
A-18089-57791       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18089-57780       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18089-57842       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18089-57860       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18089-57748       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-33998       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-34001       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-33996       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-34102       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-34081       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-34008       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-34125       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18037-40048       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18072-52041       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18071-51761       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18071-51787       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18071-51807       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18071-51819       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37438       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37439       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37176       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37322       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37180       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18069-51391       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51298       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18071-51618       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51253       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51115       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51109       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51110       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51163       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51152       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18071-51601       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51125       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18018-32671       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18018-32878       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18018-32813       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18018-32742       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18018-32751       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18018-32704       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18053-46059       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35305       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35153       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35487       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35162       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35462       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35182       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35184       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35389       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35495       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35203       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36166       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36165       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36373       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36179       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36185       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36402       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36398       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36188       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35481       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35214       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35258       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35089       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35055       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35384       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35370       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35405       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35358       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35408       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35355       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35418       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35347       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18025-35348       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-33939       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18019-33614       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18019-33487       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18019-33481       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18023-33963       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18019-33451       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36662       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36765       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36797       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36715       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-36928       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36716       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37073       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36599       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36630       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36825       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37058       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36667       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36601       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-36996       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36750       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36602       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18044-42890       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58616       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58755       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58576       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58711       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58688       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58597       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58623       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58568       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18093-58557       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35627       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35834       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35636       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35869       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35735       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35630       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35884       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35806       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35918       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18026-35879       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18058-47598       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18075-53264       SANN IT SOLUTIONS INCVA                  113,755.00          
A-18033-39146       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18033-38966       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18033-38974       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18033-38935       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18033-39015       TATA CONSULTANCY SERVICES LIMITEDNY                  119,704.00          
A-18040-41877       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18059-48382       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18059-48328       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34675       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34642       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34577       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34582       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34666       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34944       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34916       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34681       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34703       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34773       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18024-34637       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18060-48872       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18060-48778       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18060-48822       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18060-48643       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18060-48692       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18060-48791       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18060-48616       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-38096       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-38092       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36172       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36171       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36169       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36168       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36369       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36375       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36186       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36167       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18027-36176       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18034-39425       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18051-45438       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18092-58152       TATA CONSULTANCY SERVICES LIMITEDNY                  127,878.00          
A-18092-58170       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18092-58374       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18092-58140       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18032-38247       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18057-47337       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18116-68265       AMAZON.COM SERVICES, INC.WA                  99,382.00           
A-18116-68430       KPMG LLP            TX                  74,859.00           
A-18116-68191       SMARTWORKS, LLC     NJ                  114,026.00          
A-18116-68441       CADENCE DESIGN SYSTEMS, INC.CA                  111,093.00          
A-18012-30728       NETFLIX             CA                  420,000.00          
A-18044-43152       JP MORGAN CHASE & COIL                  152,443.00          
A-18045-43409       GOOGLE LLC          CA                  71,781.00           
A-18122-70472       ArchEcology, LLC    WA                  62,789.00           
A-18122-70572       FACEBOOK, INC.      CA                  112,549.00          
A-18122-70701       Collection XIIX LTD NY                  83,720.00           
A-18122-70718       FORTINET, INC.      CA                  146,619.00          
A-18122-70717       Aria Group Architects, Inc.IL                  98,613.00           
A-18122-70723       FORTINET, INC.      CA                  107,765.00          
A-18122-70687       MICROSOFT CORPORATIONWA                  112,549.00          
A-18122-70767       Community Hospitalist Medical GroupCA                  161,450.00          
A-18123-70817       AMAZON FULFILLMENT SERVICES, INC.WA                  99,382.00           
A-18040-41818       INTRALINKS, INC.    NY                  106,399.00          
A-18048-44748       PIONEER CORPORATE SERVICES INC.VA                  92,019.00           
A-18067-50653       GOOGLE LLC          CA                  52,208.00           
A-18067-50851       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51077       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51008       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18110-66104       MICROSOFT CORPORATIONWA                  112,549.00          
A-18110-66121       MICROSOFT CORPORATIONWA                  112,549.00          
A-18112-66479       JP MORGAN CHASE & COIL                  103,200.00          
A-18110-66242       MICROSOFT CORPORATIONWA                  112,549.00          
A-18110-66129       MICROSOFT CORPORATIONWA                  93,038.00           
A-18113-66537       CCL LABEL, INC      MA                  66,186.00           
A-18110-66003       CAPITAL ONE SERVICES II LLCVA                  92,019.00           
A-18110-66115       MICROSOFT CORPORATIONWA                  112,549.00          
A-18110-66350       FLEXTRONICS INTERNATIONAL USACA                  83,574.00           
A-18111-66394       HEXACORP LLC        NJ                  135,283.00          
A-18113-66573       METLIFE GROUP, INC. NY                  115,149.00          
A-18113-66590       METLIFE GROUP, INC. NY                  115,149.00          
A-18113-66935       CADENCE DESIGN SYSTEMS, INC.CA                  100,755.00          
A-18113-66566       CA, INC.            NY                  106,954.00          
A-18113-66773       AMAZON.COM SERVICES, INC.WA                  69,722.00           
A-18113-66681       MERIT INTEGRATED LOGISTICSCA                  9.45                
A-18108-64786       MEDTRONIC, INC.     MN                  95,118.00           
A-18116-68380       Roman Meal Company  ND                  88,254.00           
A-18116-68312       SOFTWARE GLOBAL LTD TX                  65,666.00           
A-18116-68534       FORTINET, INC.      CA                  146,619.00          
A-18116-68145       CISCO SYSTEMS, INC. CA                  66,373.00           
A-18116-68572       ORACLE AMERICA, INC.CA                  84,818.00           
A-18116-68138       AMAZON.COM SERVICES, INC.WA                  78,666.00           
A-18116-68499       LEAF GROUP LTD.     CA                  89,232.00           
A-18116-68337       MERIDIANSOFT, INC.  OH                  105,934.00          
A-18046-44045       ARISTA NETWORKS, INC.CA                  124,035.00          
A-18045-43655       WESTERN DIGITAL TECHNOLOGIES, INC.CA                  83,200.00           
A-18046-43834       THE CHILDREN'S PLACE SERVICES COMPANY, LLCNJ                  92,768.00           
A-18072-52304       I28 TECHNOLOGIES CORPORATIONNJ                  114,026.00          
A-18073-52375       AMAZON FULFILLMENT SERVICES, INC.WA                  118,186.00          
A-18073-52371       MICROSTRATEGY INCORPORATEDVA                  92,019.00           
A-18082-55591       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18081-55416       AQR CAPITAL MANAGEMENTCT                  120,307.00          
A-18082-55693       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18082-55592       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18082-55564       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18082-55659       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18082-55584       CATALYST SYSTEMS INCNJ                  92,768.00           
A-18081-55356       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18082-55599       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18082-55644       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18082-55587       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18082-55573       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18081-55343       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18102-62623       STANDARD CHARTERED BANKNY                  106,954.00          
A-18102-62401       SUPPLY CHAIN CONSULTANTS, INCDE                  95,906.00           
A-18102-62746       MICROSOFT CORPORATIONWA                  132,080.00          
A-18102-62228       DELOITTE CONSULTING LLPPA                  97,677.00           
A-18102-62712       OPENLANE, INC.      IN                  83,533.00           
A-18102-62338       GOOGLE LLC          CA                  96,325.00           
A-18019-33112       AUDIBLE, INC.       NJ                  66,227.00           
A-18079-54484       UBER TECHNOLOGIES INC.CA                  96,720.00           
A-18080-54733       UNIVERSITY OF FLORIDAFL                  186,300.00          
A-18088-57590       CUMMINS INC.        IN                  54,309.00           
A-18131-74383       CAREMARK, L.L.C.    RI                  107,806.00          
A-18131-74371       Dakota Provisions, LLCSD                  18,949.00           
A-18088-57576       CUMMINS INC.        IN                  63,814.00           
A-18089-57833       ORACLE AMERICA, INC.CA                  142,168.00          
A-18079-54225       AMAZON FULFILLMENT SERVICES, INC.WA                  118,186.00          
A-18078-54064       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18078-54114       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18078-54078       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18065-50008       DYNTEK SERVICES, INC.CA                  111,176.00          
A-18065-49704       TRANS-FAST REMITTANCE LLCNY                  71,510.00           
A-18065-49952       ITsyntax, Inc.      TX                  90,646.00           
A-18065-49766       CHRISTIE'S INC      NY                  88,317.00           
A-18074-53160       TATA CONSULTANCY SERVICES LIMITEDNY                  135,283.00          
A-18094-59244       Nokia of America CorporationNJ                  125,050.00          
A-18094-59341       SQUARE INC          CA                  111,509.00          
A-18094-59303       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18094-59310       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18094-59230       Birdsall Voss & Associates, Inc.WI                  36,899.00           
A-18015-31133       AMAZON WEB SERVICES, INC.WA                  84,718.00           
A-18130-74163       CMES, INC.          GA                  114,213.00          
A-18131-74360       Dakota Provisions, LLCSD                  18,949.00           
A-18130-74089       OSRAM SYLVANIA INC. MA                  109,075.00          
A-18131-74303       XORIANT CORPORATION CA                  133,016.00          
A-18131-74363       TAVANT TECHNOLOGIES INC.CA                  127,985.00          
A-18131-74269       OSRAM SYLVANIA INC. MA                  121,742.00          
A-18131-74272       ENGINEERING TECHNOLOGY ASSOCIATES, INC.MI                  76,648.00           
A-18131-74368       Dakota Provisions, LLCSD                  18,949.00           
A-18131-74358       Dakota Provisions, LLCSD                  18,949.00           
A-18131-74374       Dakota Provisions, LLCSD                  18,949.00           
A-18131-74288       BARCLAYS SERVICES CORPNY                  135,283.00          
A-18130-74171       AHMED VENTURES INC  FL                  56,971.00           
A-18131-74341       Dakota Provisions, LLCSD                  18,949.00           
A-18131-74323       ENGINEERING TECHNOLOGY ASSOCIATES, INC.MI                  76,648.00           
A-18131-74415       GENERAL MOTORS COMPANYMI                  112,715.00          
A-18131-74391       Dakota Provisions, LLCSD                  18,949.00           
A-18131-74338       Emily YS Chan       NY                  20,571.00           
A-18131-74389       SMARTAX GROUP INC   TX                  60,195.00           
A-18131-74384       Dakota Provisions, LLCSD                  18,949.00           
A-18131-74425       Eric Joo            CA                  41,059.00           
A-18130-74194       GLOBAL DATA MANAGEMENT INCNJ                  107,266.00          
A-18130-74190       NIIT TECHNOLOGIES LIMITEDGA                  102,442.00          
A-18130-74151       AUTOMOTIVE LIGHTING LLCMI                  58,282.00           
A-18131-74370       MOVE, INC.          CA                  110,864.00          
A-18071-51637       GOOGLE LLC          CA                  107,390.00          
A-18071-51664       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18071-51730       ORACLE AMERICA, INC.CA                  153,774.00          
A-18030-37391       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-37599       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37351       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18030-37383       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-37613       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-37591       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-37584       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36608       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18029-36826       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-37589       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-37579       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18031-37601       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18068-51111       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18010-29362       AMAZON FULFILLMENT SERVICES, INC.WA                  81,765.00           
A-18115-67706       AMPLIFY EDUCATION, INC.NY                  92,768.00           
A-18115-67716       KMN PHARMACY CORP   NY                  83,346.00           
A-18115-67595       CISCO SYSTEMS, INC. CA                  82,909.00           
A-18115-67602       AMAZON.COM SERVICES, INC.WA                  99,382.00           
A-18115-67738       SPECIALIST RESOURCES GLOBAL INCTN                  132,829.00          
A-18115-67673       MEDSTAR HEALTH RESEARCH INSTITUTEMD                  61,173.00           
A-18115-67991       LEAF GROUP LTD.     CA                  101,754.00          
A-18115-67972       Siemens Industry, Inc.FL                  94,536.00           
A-18124-71399       A2Z DEVELOPMENT CENTER, INC.CA                  110,802.00          
A-18125-71861       MICROSOFT CORPORATIONWA                  112,549.00          
A-18124-71598       MICROSOFT CORPORATIONWA                  93,038.00           
A-18124-71722       AMAZON.COM SERVICES, INC.WA                  118,186.00          
A-18124-71376       EVEREST CONSULTING GROUP, INCNJ                  114,026.00          
A-18124-71674       AMPCUS INC          VA                  96,600.00           
A-18124-71724       SG AMERICAS OPERATIONAL SERVICES, INC.NJ                  165,006.00          
A-18124-71818       MICROSOFT CORPORATIONWA                  112,549.00          
A-18124-71634       AIG EMPLOYEE SERVICES, INC.NY                  56,451.00           
A-18124-71485       TATA CONSULTANCY SERVICES LIMITEDNY                  127,878.00          
A-18124-71740       SOFTPATH SYSTEM,LLC GA                  103,688.00          
A-18124-71694       ELIASSEN GROUP, LLC MA                  107,890.00          
A-18054-46524       BROOK LANE HEALTH SERVICES, INC.MD                  170,830.00          
A-18053-46309       TATA CONSULTANCY SERVICES LIMITEDNY                  106,954.00          
A-18052-45906       SAGGEZZA INC        IL                  92,518.00           
A-17361-25315       AMAZON WEB SERVICES, INC.WA                  99,382.00           
A-17264-89478       COHERENT, INC       CA                  103,397.00          
A-17348-21435       HCL AMERICA INC.    CA                  95,971.00           
A-18099-60854       ERP ANALYSTS, INC   OH                  125,278.00          
A-18099-60881       CITIZENS FINANCIAL GROUP, INC.RI                  71,261.00           
A-18099-60783       Coupa Software IncorporatedCA                  153,774.00          
A-18099-61073       NORTHERN ARIZONA UNIVERSITYAZ                  49,050.00           
